Time,Depth (mm),F_z (N)
0.0,0.0,0.0
41.11531066894531,-0.026999993753962552,0.0
82.23058319091797,-0.11199997270802405,-13.687321928012324
123.34585571289062,-0.26099993507560115,0.0
164.4610595703125,-0.4819998714206246,0.0
205.57630920410156,-0.7879996931206442,-12.52046152040799
246.69154357910156,-1.1939996508080044,-42.23069366443562
287.8067626953125,-1.7269994619622424,-86.57661329124795
328.9220886230469,-2.4259776382074154,-142.74212234547576
370.0372619628906,-3.3599997399763883,-216.21986335151396
411.15252685546875,-4.679996161392395,-305.07076109566026
452.2677917480469,-6.340991268641885,-394.54156222286633
493.383056640625,-8.091985741713035,-389.27889936636694
534.4983520507812,-9.94598700079443,-379.2333457828734
575.613525390625,-11.927371637284384,-368.5106478168416
616.728759765625,-14.062977056728627,-348.9147651314938
657.8440551757812,-16.047354504229556,-321.53470228680345
698.9592895507812,-17.54491531872325,-330.7744067718433
740.0745239257812,-18.7159727298571,-320.1076510463991
781.1897583007812,-19.58697083371751,-208.7675802312887
822.3049926757812,2.5561427801079617e-05,0.0
