Time,Depth (mm),F_z (N)
0.0,0.0,0.0
12.461673736572266,-0.026999940797768414,0.0
24.92330551147461,-0.11199972797493404,0.0
37.384952545166016,-0.2609993316229997,-47.88507564477395
49.846683502197266,-0.4820086281477678,-24.833173003032176
62.308345794677734,-0.78799777586649,-65.653517265761
74.77000427246094,-1.1949964558046307,-148.03703638373864
87.23159790039062,-1.7287874044922016,-183.2554153278112
99.69319915771484,-2.427991717287402,-293.6157696252045
112.15491485595703,-3.3639869283167534,-457.21771902519805
124.6166000366211,-4.684978832003824,-589.1927023101299
137.0782012939453,-6.3468780647280365,-723.9131749926729
149.53981018066406,-8.097876490611474,-167.62176198562992
162.00148010253906,-9.953598306091765,-451.16103925160814
174.46310424804688,-11.934872593345965,-905.8844688122134
186.9247589111328,-14.072016152078158,-1088.7296368328027
199.38641357421875,-16.05414160219929,-676.2013591885993
211.8480987548828,-17.54964517558763,-509.34903132514887
224.3097381591797,-18.720714403923736,-538.2438487210582
236.77142333984375,-19.589694622843066,-427.46038943744946
249.23300170898438,0.0002163237162768894,0.0
