Time,Depth (mm),F_z (N)
0.0,0.0,0.0
29.35406494140625,-0.09199994237274962,0.0
58.708030700683594,-0.3969280468697625,-96.1866553011773
88.06204986572266,-1.0339991407322835,0.0
117.41602325439453,-2.2409936811604294,-241.31814135376658
146.77008056640625,-3.556126163420325,-413.44831333861987
176.12403869628906,-4.914044482903563,-369.88700504686904
205.4780731201172,-6.319952412115117,-280.15550488548917
234.8320770263672,-7.777609361746913,-376.32543506541657
264.1860656738281,-9.294917583726964,-421.57571441393253
293.54010009765625,-10.877539159147133,-375.8034873662648
322.89410400390625,-12.405582742702954,-392.3882141527838
352.248046875,-13.732900534368262,-307.33089901904265
381.6020202636719,-14.907894940335378,-375.64872409314466
410.9560852050781,-15.963526764614231,-274.72652364886955
440.3100891113281,-16.91689199639439,-252.18211463824662
469.6640930175781,-17.777652537398865,-313.87433445438444
499.0180969238281,-18.54488542836892,-276.25600019593674
528.3720092773438,-19.20888316393179,-246.57786482473486
557.72607421875,-19.73688050402358,-214.4170520277633
587.0800170898438,-0.03245549647993151,0.0
