Time,Depth (mm),F_z (N)
0.0,0.0,0.0
11.428109169006348,-0.02699996218169494,0.0
22.85629653930664,-0.11199984043372885,0.0
34.28440475463867,-0.2609996200544027,-14.95037190243915
45.712501525878906,-0.48199928800851255,-14.151708840852036
57.140602111816406,-0.7879987565716485,-49.97960799351011
68.56869506835938,-1.1949979825588026,-80.61393297910021
79.99678802490234,-1.728370764682127,-170.94569367854223
91.4248046875,-2.4279970048143036,-225.25378902626753
102.85291290283203,-3.36395896276131,-279.11458652708325
114.281005859375,-4.686974315249488,-391.7628984842333
125.70915985107422,-6.349672812053097,-635.3994576461548
137.1372528076172,-8.101214208403357,-651.9557010664302
148.56533813476562,-9.956731500084356,-668.2776750043054
159.99346923828125,-11.938977709207114,-691.0965773490387
171.4215545654297,-14.078956259817557,-453.09688558834415
182.84970092773438,-16.05983132606998,-403.30797597655453
194.2777099609375,-17.554918971781266,-567.3917553956585
205.70584106445312,-18.7248502545904,-428.49260753017535
217.1339569091797,-19.592939114252676,-344.3045315105918
228.56199645996094,-0.001338591461502503,0.0
