Time,Depth (mm),F_z (N)
0.0,0.0,0.0
45.66377639770508,-0.05399995130138767,0.0
91.32752227783203,-0.22699974889913582,0.0
136.99131774902344,-0.5429993602060571,0.0
182.65509033203125,-1.0479985868472925,-41.305398820101686
228.3188018798828,-1.852994743338014,-66.17704776309529
273.9825744628906,-3.1408081311556946,-193.81556397455063
319.64630126953125,-4.545980299225334,-246.3205852890701
365.3100280761719,-6.003971013897466,-104.40714670231395
410.97381591796875,-7.520959467118256,-293.9310543062497
456.6376037597656,-9.104946347789339,-170.60463259483996
502.30126953125,-10.764330176516053,-271.12255707857923
547.9650268554688,-12.492012552080121,-267.27845385608805
593.6288452148438,-14.019907639776015,-289.8599997989877
639.2925415039062,-15.324903141052264,-261.9480550295778
684.9562377929688,-16.46689162574452,-238.52896377186457
730.6200561523438,-17.47388450367639,-241.2019998309386
776.2838134765625,-18.35688020436755,-200.46691728044513
821.9475708007812,-19.11249963780156,-220.30823288005152
867.611328125,-19.705868385656174,-152.39522036481677
913.2750244140625,8.357980064221948e-05,0.0
