//X,Y,Z,C2M_signed_distances
41.43232727,-13.50036716,20.801754,13.607156
40.41184616,-13.49613571,20.67188835,12.63535
39.40943909,-13.49228382,20.51107025,11.679829
38.41413498,-13.48876476,20.33153915,10.731756
37.42347717,-13.48568821,20.13682938,9.790117
36.43645859,-13.48449516,19.9289093,8.856029
35.45166397,-13.4832325,19.70780754,7.934564
34.4687767,-13.48524475,19.47261429,7.039048
33.48959351,-13.48812962,19.22301292,6.16488
22.11026382,-14.00835705,14.30761147,-0.217284
21.21273232,-14.16807079,13.58106232,-0.397761
20.33064842,-14.35734177,12.77696896,-0.502593
19.45607185,-14.56481934,11.94966602,-0.553754
18.4924221,-14.77278996,10.97432137,-0.585394
17.51360321,-14.92004967,10.02435303,-0.610018
16.41826057,-15.01089191,9.00874519,-0.636028
15.22238731,-14.92713261,7.94192696,-0.67361
13.93188667,-14.73256779,6.95137691,-0.7559
12.77138519,-14.53877735,6.11380482,-0.783626
11.55958939,-14.40315056,5.3947382,-0.802923
10.43371773,-14.21395779,4.76430511,-0.798763
9.37195873,-14.06102276,4.26189995,-0.798366
8.3289957,-13.99675369,3.88054657,-0.806752
7.30304909,-13.92882156,3.54812622,-0.79403
6.30343151,-13.88155842,3.28884506,-0.800556
5.29012871,-13.8271122,3.07429504,-0.816872
4.2780304,-13.77474689,2.89298248,-0.81453
3.27346492,-13.76806831,2.76853943,-0.817476
2.25673413,-13.7524395,2.66856766,-0.818897
1.25440764,-13.72987652,2.59792709,-0.81914
0.24867313,-13.68908596,2.56028366,-0.827088
41.43548584,-14.50011921,20.80455017,13.935866
40.41647339,-14.49662781,20.6822567,12.966173
39.4117775,-14.49188519,20.52975273,12.008616
38.41599274,-14.48864079,20.35852051,11.063388
37.42380142,-14.48551559,20.17295837,10.133666
36.43496323,-14.48322487,19.97434044,9.21773
35.44864273,-14.48350143,19.76334,8.309929
34.46418762,-14.48363113,19.5390892,7.411436
33.48191833,-14.48660278,19.30088425,6.528271
32.50219727,-14.49173069,19.04742622,5.668338
31.52492142,-14.4989872,18.77658844,4.861028
30.55236435,-14.50981903,18.48825264,4.122101
29.58134079,-14.52401447,18.1782608,3.482547
28.61915588,-14.54247379,17.84866333,2.929838
27.65700722,-14.56725407,17.49343872,2.397012
26.70671463,-14.59775352,17.11458969,1.907188
25.75289536,-14.64055824,16.69957352,1.440104
24.82176399,-14.69652557,16.26255417,1.006922
23.88752365,-14.76320839,15.79659367,0.606987
