X,Y,Z,C2M_distances,C2M_min_max
-5.22915936,-19.87541771,7.31324863,-0.821501,
-6.26072311,-19.80778313,7.6204958,-0.87229,
-7.31846619,-19.86494064,8.02987385,-0.845514,
-8.32835388,-19.89678764,8.45547581,-0.826892,
-9.37798309,-19.98284531,9.10023022,-0.828173,
-10.40232563,-20.00516701,9.65962219,-0.789381,
-11.4420948,-20.05615997,10.31607533,-0.708047,
-12.40770817,-20.09788513,10.97741318,-0.618695,
-13.34447765,-20.06624031,11.72468185,-0.617412,
-14.28654861,-20.01183319,12.45106602,-0.578951,
-15.22485256,-19.9037323,13.05106354,-0.504056,
-16.08940315,-19.86789513,13.76194954,-0.44535,
-17.03948975,-19.78608704,14.37598801,-0.30919,
-17.95303917,-19.74015617,14.90639496,-0.10712,
-18.90285492,-19.69490051,15.40484524,0.153542,
-19.8494091,-19.66181946,15.82880402,0.463713,
-20.78686714,-19.62675095,16.21665192,0.817084,
-21.74313736,-19.59693336,16.58920288,1.194578,
-22.69299507,-19.57100105,16.9307766,1.603916,
-23.66112709,-19.55425453,17.25795746,2.052703,
-24.62740898,-19.53195572,17.55645943,2.512446,
-25.59962463,-19.51762581,17.84062004,3.009603,
-26.5731163,-19.50789261,18.10949326,3.527806,
-27.55093384,-19.49777603,18.36435127,4.100553,
-28.53031158,-19.4914093,18.60639381,4.76371,
-29.51167679,-19.48581123,18.83690453,5.500751,
-30.4971962,-19.48160934,19.05568886,6.273187,
-31.48197365,-19.47920799,19.26314163,7.065909,
-32.47003174,-19.47789574,19.46105957,7.883401,
-33.45806503,-19.4773922,19.64933586,8.7316,
-34.44828796,-19.47860527,19.82915115,9.589174,
-35.43955994,-19.47981262,20.00012207,10.451659,
-36.43223572,-19.4825058,20.1626339,11.318807,
-37.42778015,-19.48527908,20.31597137,12.200812,
-38.42475891,-19.48862457,20.45902443,13.100466,
-39.42791367,-19.4927578,20.58942986,14.008561,
