X,Y,Z,C2M_distances,C2M_min_max
20.96947289,-15.13677406,14.01939774,-0.332246,
20.02825928,-15.31281471,13.24705124,-0.473527,
19.10287285,-15.48640728,12.43131733,-0.572489,
18.12252235,-15.62764263,11.51851177,-0.642266,
17.10499382,-15.80585003,10.54738235,-0.673153,
16.00455093,-15.86026001,9.51037121,-0.716789,
14.8283186,-15.89175606,8.56711769,-0.765369,
13.65646076,-15.78826046,7.62655258,-0.802293,
12.45705509,-15.64187717,6.80270576,-0.846099,
11.30806923,-15.49718475,6.04366684,-0.836238,
10.24305344,-15.37226105,5.45766258,-0.85601,
9.11524487,-15.26054096,4.88467312,-0.80992,
8.18659496,-15.17132664,4.49125671,-0.801481,
7.04686832,-15.17102909,4.14358902,-0.787286,
6.11626244,-15.09639835,3.8273468,-0.761845,
5.08346462,-15.01297379,3.61346054,-0.793606,
4.03453636,-14.95686817,3.41187859,-0.79137,
3.04728413,-14.9574976,3.27749252,-0.783952,
2.01582599,-14.92100716,3.1648159,-0.785766,
1.03009713,-14.85271645,3.09493446,-0.801408,
-0.0101646,-14.81188202,3.06411171,-0.805258,
-1.01409447,-14.78227711,3.06870842,-0.806882,
-2.04606938,-14.73810577,3.10442924,-0.812394,
-3.1011157,-14.73000622,3.15524483,-0.777205,
-4.05417347,-14.6944294,3.26707268,-0.782586,
-5.14353323,-14.63326263,3.43107986,-0.796379,
-6.14485455,-14.6058979,3.60626984,-0.787055,
-7.25478554,-14.58554077,3.84957504,-0.777753,
-8.19093037,-14.54315186,4.110075,-0.779349,
-9.32710075,-14.50457191,4.50717735,-0.81299,
-10.34618378,-14.52534866,4.91059589,-0.799935,
-11.45575809,-14.49894524,5.43028927,-0.826898,
-12.51323414,-14.59516811,6.05813694,-0.820038,
-13.66728783,-14.60987949,6.78647709,-0.831425,
-14.75639915,-14.78031349,7.68151283,-0.823902,
-15.90248966,-14.85178566,8.53011417,-0.727551,
-16.90275574,-14.88684082,9.49564266,-0.711529,
-17.90323448,-14.92683029,10.57804966,-0.668589,
-18.74524879,-14.90949154,11.49278164,-0.610632,
-19.57603645,-14.85000515,12.45306492,-0.60228,
-20.42863464,-14.79971981,13.29397869,-0.490174,
-21.28362656,-14.67487907,13.99991035,-0.33056,
-22.14134789,-14.62736511,14.68910694,-0.118605,
-23.02590179,-14.61094952,15.29785538,0.182117,
-23.94256973,-14.58892345,15.81955719,0.554931,
-24.85506821,-14.56041241,16.277565,0.96456,
-25.78497887,-14.54025555,16.70932961,1.415026,
-26.72914314,-14.52499485,17.10723877,1.895981,
-27.6777401,-14.51185036,17.47375679,2.401347,
-28.63381577,-14.50157452,17.81721115,2.942349,
-29.59676552,-14.49404526,18.13877487,3.503989,
-30.56338882,-14.48829937,18.43994522,4.140517,
-31.5344944,-14.48410702,18.72370529,4.876626,
-32.50873184,-14.48171234,18.99152184,5.680089,
-33.48613358,-14.48003578,19.24513245,6.535849,
-34.46514511,-14.47984791,19.48571777,7.414384,
-35.44726563,-14.48070717,19.71461868,8.309119,
-36.43192291,-14.48254681,19.93175697,9.214878,
-37.41903305,-14.485322,20.13718987,10.128634,
-38.41032028,-14.4883976,20.33010483,11.057103,
-39.40642166,-14.4923172,20.50824356,12.002769,
-40.41188049,-14.49634647,20.66660309,12.960932,
-41.43103409,-14.49935913,20.79390335,13.930807,
41.43664551,-15.4984169,20.79810524,14.263535,
40.41788101,-15.49430466,20.68005562,13.304028,
39.41282272,-15.49021816,20.53388786,12.365767,
38.41513062,-15.48583317,20.3696022,11.436785,
37.42163086,-15.48243141,20.19127464,10.513375,
36.43070984,-15.48046398,20.00040245,9.595391,
35.44216537,-15.47926998,19.79739571,8.684002,
34.45573044,-15.48013115,19.58267021,7.784654,
33.47051239,-15.48317337,19.35526276,6.914783,
32.48801422,-15.48749542,19.11510658,6.068068,
31.50642967,-15.495224,18.86074829,5.249172,
30.52708435,-15.50603199,18.59075165,4.475906,
29.55105972,-15.52021599,18.30487251,3.780161,
28.57499123,-15.54008865,17.99946404,3.211576,
27.60326004,-15.56508064,17.67269516,2.6771,
26.63453674,-15.59584713,17.32382584,2.158957,
25.66711998,-15.6381321,16.94943237,1.666334,
24.70389557,-15.68950558,16.54450417,1.218581,
23.74738121,-15.74977207,16.11214638,0.794247,
22.78349304,-15.84124184,15.64521027,0.400315,
21.82660675,-15.92283058,15.1049099,0.073688,
20.87748909,-16.04733276,14.48381615,-0.179854,
19.95214844,-16.18887329,13.79768658,-0.360682,
19.0241909,-16.33865356,13.06285,-0.489122,
18.05122566,-16.53881454,12.26967335,-0.581614,
17.0638504,-16.7225132,11.39111233,-0.607282,
16.03036118,-16.87813187,10.51328564,-0.664596,
14.90284824,-16.87677574,9.51529408,-0.734512,
13.76526546,-16.89132118,8.65246964,-0.77439,
12.5677433,-16.83433914,7.75824547,-0.786904,
11.43388939,-16.66334915,6.99849129,-0.83819,
10.22819042,-16.53837204,6.27105713,-0.837857,
9.22097874,-16.39746475,5.73276806,-0.844054,
8.03757858,-16.33520889,5.21242905,-0.818334,
7.14774895,-16.18928909,4.81957054,-0.804111,
5.97916079,-16.12989998,4.44469261,-0.782743,
5.09147406,-16.12073517,4.23323441,-0.765906,
3.95141244,-16.04906464,4.02391434,-0.794913,
3.00159287,-16.00120735,3.82644081,-0.764202,
1.99338961,-15.9067049,3.71979141,-0.797193,
0.90659398,-15.92157841,3.65982437,-0.784985,
-0.02946327,-15.89877319,3.62827873,-0.781377,
-1.1164422,-15.83769321,3.61894226,-0.78334,
-2.09514475,-15.81668949,3.66417313,-0.785302,
-3.14289975,-15.73680496,3.72601509,-0.79426,
-4.1470623,-15.69039249,3.83690453,-0.80078,
-5.2378931,-15.712677,4.01654053,-0.770592,
-6.19979191,-15.67063808,4.2171154,-0.78296,
-7.30368423,-15.5903511,4.47466469,-0.802166,
-8.32246494,-15.61243248,4.81615829,-0.808081,
-9.40332794,-15.62569141,5.2380991,-0.817394,
-10.446558,-15.61975384,5.7014122,-0.831518,
-11.58248043,-15.71802235,6.33010483,-0.832799,
-12.65631771,-15.77170753,6.95210457,-0.798478,
-13.76344395,-15.87252617,7.79508781,-0.806952,
-14.88529587,-15.93382645,8.56270885,-0.713274,
-15.86597919,-16.01506424,9.51446056,-0.706999,
-16.84487343,-16.05271721,10.54212379,-0.68233,
-17.72269821,-15.98894691,11.39440823,-0.628717,
-18.61130714,-15.90744877,12.29635811,-0.594029,
-19.44617271,-15.84038544,13.08268929,-0.497335,
-20.28058624,-15.7259779,13.80994987,-0.392039,
-21.15457726,-15.68968773,14.53338718,-0.20374,
-22.04919052,-15.65999317,15.1236496,0.082483,
-22.96161842,-15.62074471,15.6364975,0.425973,
-23.87335587,-15.5844183,16.09779167,0.811332,
-24.80287361,-15.55673027,16.53252029,1.230968,
-25.74422455,-15.53712082,16.93352509,1.686447,
-26.69371796,-15.52182388,17.30332756,2.181589,
-27.64840698,-15.51031876,17.64803886,2.700034,
-28.6114006,-15.50050545,17.97162819,3.236499,
-29.57728958,-15.49323654,18.27436256,3.803544,
-30.54826355,-15.48746109,18.55973244,4.496106,
-31.5225296,-15.4832325,18.82881927,5.265188,
-32.49960709,-15.48007107,19.08327484,6.079882,
-33.47862244,-15.47914505,19.32467842,6.923204,
-34.46097565,-15.47894955,19.55412674,7.790538,
-35.44429016,-15.48024845,19.7720871,8.686966,
-36.43085098,-15.48191643,19.97940063,9.5961,
-37.41997147,-15.48472214,20.17518616,10.512439,
-38.41222763,-15.48815918,20.35893059,11.434654,
-39.41048813,-15.49217224,20.52817345,12.364114,
-40.41527939,-15.49603271,20.67803574,13.302137,
-41.43587494,-15.49937057,20.79810905,14.263137,
41.44074631,-16.49822617,20.80167198,14.635514,
40.42140198,-16.49438286,20.69055176,13.68775,
39.41661453,-16.48994255,20.55245209,12.75229,
38.41765976,-16.48582649,20.39701843,11.822497,
37.423069,-16.48220253,20.2279892,10.897945,
36.43041611,-16.47980118,20.04660034,9.984814,
35.44096375,-16.47868156,19.85415077,9.093241,
34.45186234,-16.47922707,19.64993858,8.210486,
33.46583176,-16.48106575,19.43430901,7.33913,
32.48084259,-16.48578835,19.20693588,6.482466,
31.49634933,-16.4926815,18.96562958,5.648777,
30.51619339,-16.50179482,18.7110672,4.873885,
29.53483772,-16.51485443,18.44058609,4.155681,
28.55700111,-16.53226471,18.15260315,3.530724,
27.5815773,-16.5541153,17.84606934,2.981395,
26.60971069,-16.58245468,17.52151108,2.46929,
25.63446045,-16.61790276,17.1703186,1.977165,
24.67033005,-16.66206551,16.79885864,1.507743,
23.6989727,-16.7219429,16.39904594,1.069342,
22.73461914,-16.79404831,15.96047401,0.678972,
21.78106499,-16.88454056,15.50316143,0.318143,
20.80218887,-16.9679966,14.96109009,0.000698,
19.86315346,-17.07799339,14.37192154,-0.235846,
18.90339661,-17.22542953,13.71929836,-0.422861,
17.95295334,-17.39377785,12.98906708,-0.519128,
16.98677254,-17.55908203,12.20789528,-0.590231,
15.9886198,-17.7311306,11.36047745,-0.605617,
14.94072628,-17.87944221,10.5851078,-0.685866,
13.79863262,-17.91257477,9.64838028,-0.733627,
12.69559479,-17.94630241,8.83215904,-0.732016,
11.52618217,-17.87241745,8.04496288,-0.782674,
10.3691864,-17.71080399,7.29936314,-0.835402,
9.21094894,-17.61169434,6.63664913,-0.812588,
8.17407417,-17.43893623,6.08969784,-0.821909,
7.03729296,-17.35622025,5.65935802,-0.842757,
6.05097342,-17.2599926,5.30442333,-0.841232,
4.93153286,-17.18374825,4.93254375,-0.788441,
4.00924778,-17.1345768,4.72374153,-0.786424,
2.89157724,-17.04552841,4.52519226,-0.803066,
1.9356178,-17.08609772,4.44058609,-0.782677,
0.88521665,-16.95977592,4.30941582,-0.787975,
-0.13052654,-16.92500114,4.24928093,-0.768822,
-1.1477201,-16.89544678,4.28013611,-0.790216,
-2.20201349,-16.85637474,4.29802895,-0.770001,
-3.18075395,-16.8459816,4.40235519,-0.780447,
-4.25929451,-16.82150078,4.5625,-0.802055,
-5.26408195,-16.74594498,4.70672417,-0.802793,
-6.32828522,-16.73860931,4.94726753,-0.791441,
-7.33599472,-16.75137329,5.30242538,-0.838415,
-8.47006512,-16.73324585,5.67543602,-0.835844,
-9.46649361,-16.77423859,6.10264206,-0.830748,
-10.61797237,-16.8562355,6.7003336,-0.828913,
-11.64364529,-16.87787437,7.23692417,-0.801056,
-12.81138611,-16.97934532,8.04095554,-0.775027,
-13.80973816,-17.10297966,8.74085808,-0.683648,
-14.83635998,-17.1160984,9.68301964,-0.713654,
-15.80140209,-17.12718582,10.58809662,-0.678537,
-16.69539642,-17.06385422,11.37726307,-0.617554,
-17.56964302,-16.99411964,12.23555565,-0.593497,
-18.42921066,-16.90095711,13.0044136,-0.518669,
-19.29278946,-16.80674553,13.71627045,-0.41129,
-20.14587784,-16.76497078,14.39875984,-0.240596,
-21.05916214,-16.68383789,14.98903275,0.004921,
-21.97527695,-16.6337204,15.4933548,0.324036,
-22.88534164,-16.60492325,15.95273399,0.688505,
-23.81814575,-16.57581711,16.38599777,1.08638,
-24.75374413,-16.55677605,16.78398514,1.52368,
-25.70433044,-16.53756714,17.1563282,1.995243,
-26.66148949,-16.52193832,17.50060272,2.487988,
-27.62265778,-16.50949669,17.82237625,3.005282,
-28.58841133,-16.49934578,18.12554169,3.554459,
-29.56041718,-16.4913826,18.41122437,4.176728,
-30.53410912,-16.48565102,18.68012047,4.889549,
-31.51085281,-16.48146057,18.93498039,5.662083,
-32.49133301,-16.47942352,19.1763382,6.492873,
-33.47266388,-16.47848129,19.40511703,7.346433,
-34.45647812,-16.47830391,19.62310791,8.215416,
-35.44229126,-16.47929573,19.83040237,9.095115,
-36.43009567,-16.48163414,20.02738953,9.985217,
-37.4210434,-16.48423576,20.21364021,10.896562,
-38.41506195,-16.48800659,20.38783836,11.820627,
-39.41373825,-16.49180794,20.54803467,12.750158,
-40.41991425,-16.49595261,20.6896019,13.68693,
-41.44004822,-16.49962616,20.80185318,14.635415,
41.444664,-17.49834442,20.80512619,15.021482,
40.42557526,-17.49429131,20.70101547,14.074293,
39.42024994,-17.48970413,20.57101822,13.139742,
38.42033386,-17.48560524,20.42429352,12.220463,
37.42455673,-17.48209,20.26439095,11.317844,
36.43115234,-17.47940445,20.09298706,10.420836,
35.43944931,-17.47817612,19.91056252,9.528675,
34.4497261,-17.47796249,19.71749878,8.642932,
33.46125031,-17.47990036,19.51360893,7.767364,
32.47404099,-17.48357201,19.29808235,6.923654,
31.48908234,-17.48930168,19.07084465,6.104014,
30.50414658,-17.49794388,18.83034897,5.309664,
29.52217674,-17.50963783,18.57583618,4.557877,
28.54077911,-17.52483368,18.30547905,3.885334,
27.56263542,-17.54410934,18.01953888,3.326826,
26.58384514,-17.56954384,17.71503258,2.80283,
25.60967064,-17.60066223,17.39189911,2.294668,
24.6337719,-17.64139748,17.04610825,1.827597,
23.66429901,-17.6902256,16.67731857,1.385072,
22.69144249,-17.74505234,16.27915192,0.961635,
21.72173882,-17.82263947,15.85099792,0.59317,
20.76443863,-17.9153614,15.40891361,0.255992,
19.78096771,-18.00311852,14.90011787,-0.053205,
18.8040905,-18.1443615,14.30974388,-0.25963,
17.87926102,-18.25733376,13.71133041,-0.433832,
16.86832809,-18.4371376,12.99454117,-0.530469,
15.93142414,-18.60215187,12.29097462,-0.579784,
14.88182926,-18.71644592,11.48980904,-0.644433,
13.84038734,-18.87002373,10.75932026,-0.694073,
12.73416519,-18.90181732,9.90259552,-0.724964,
11.60294437,-18.97043991,9.15385723,-0.728198,
10.50084305,-18.91175079,8.47052765,-0.789988,
9.2948246,-18.78085518,7.74269009,-0.819886,
8.24001503,-18.68726921,7.17811489,-0.815217,
7.08936262,-18.54099083,6.62353802,-0.81993,
6.04007387,-18.44129753,6.23617935,-0.839099,
4.96734095,-18.3561306,5.88725662,-0.830229,
3.94143963,-18.27200317,5.58774853,-0.813534,
2.88239455,-18.22175217,5.39948177,-0.820149,
1.86924827,-18.10247803,5.15521336,-0.77239,
0.87651491,-18.08888245,5.12554646,-0.801281,
-0.23653954,-18.04456711,5.07797718,-0.801485,
-1.20802212,-18.04395294,5.0558157,-0.761659,
-2.229285,-17.98241615,5.1026144,-0.778993,
-3.26605558,-17.91878319,5.19357872,-0.797307,
-4.32731104,-17.87095642,5.35939884,-0.828145,
-5.3366909,-17.90579224,5.59622669,-0.823699,
-6.42477703,-17.89254951,5.89551353,-0.836485,
-7.48063326,-17.92341995,6.23725033,-0.827679,
-8.48351097,-17.95036507,6.65590763,-0.842649,
-9.65982437,-18.0142498,7.20126724,-0.825327,
-10.62577534,-18.05815887,7.70534897,-0.789961,
-11.77348804,-18.17420006,8.46818447,-0.769749,
-12.78833294,-18.25332069,9.09421253,-0.657002,
-13.77931118,-18.21600342,9.89839268,-0.678695,
-14.71195984,-18.19752121,10.73532677,-0.67701,
-15.64208317,-18.11384392,11.48872566,-0.627387,
-16.5331192,-18.06106186,12.28548622,-0.58104,
-17.41018677,-17.98197365,13.00475121,-0.498625,
-18.2506752,-17.87195206,13.66365051,-0.418404,
-19.16322136,-17.78572464,14.32813072,-0.255215,
-20.05111313,-17.70672798,14.87458515,-0.036193,
-20.96255493,-17.67224884,15.4050293,0.252029,
-21.89223289,-17.63734818,15.86428165,0.596852,
-22.82174873,-17.59793282,16.27678299,0.972982,
-23.76210022,-17.57305336,16.66819382,1.396082,
-24.71375656,-17.54816818,17.03270149,1.841141,
-25.66922188,-17.53356171,17.37373352,2.314127,
-26.63136864,-17.51845932,17.69408607,2.823297,
-27.59814835,-17.50595093,17.99522591,3.347157,
-28.56903839,-17.4971981,18.27944565,3.90459,
-29.54334259,-17.48903275,18.54783058,4.574588,
-30.52125931,-17.48380852,18.80156517,5.323835,
-31.50159645,-17.48119926,19.04148102,6.115387,
-32.48286057,-17.47837067,19.26924324,6.931735,
-33.46760178,-17.47707558,19.486063,7.773492,
-34.45246506,-17.477705,19.69236946,8.646138,
-35.44076157,-17.47893143,19.8891201,9.530411,
-36.43000793,-17.48099899,20.07562637,10.420365,
-37.42252731,-17.48418236,20.25202179,11.316653,
-38.41769791,-17.48752594,20.41675186,12.218631,
-39.4176445,-17.49171066,20.56790924,13.138006,
-40.42445374,-17.49602509,20.70079994,14.07391,
-41.44421387,-17.49932861,20.80545998,15.021461,
41.44837952,-18.49845886,20.80830002,15.410645,
40.4300766,-18.49424171,20.71135902,14.478497,
39.42379379,-18.48972702,20.58944321,13.566168,
38.42350006,-18.48537445,20.451437,12.660151,
37.42631149,-18.48176575,20.3006916,11.757804,
36.43195724,-18.47904396,20.13898659,10.859645,
35.43887711,-18.47747803,19.96681595,9.967123,
34.4477005,-18.47742271,19.78461075,9.097855,
33.4576683,-18.47862434,19.59218788,8.243654,
32.46907806,-18.48139381,19.38932419,7.399087,
31.48107147,-18.48661041,19.17508507,6.567846,
30.49543953,-18.4940033,18.94914627,5.761934,
29.50950623,-18.50409889,18.70976257,5.010509,
28.52695656,-18.51724243,18.45726776,4.309186,
27.54448128,-18.53451157,18.19035149,3.683122,
26.56323624,-18.55674362,17.90661621,3.150337,
25.58509064,-18.58463478,17.60681725,2.654825,
24.6059761,-18.61840439,17.28746986,2.171958,
23.62847519,-18.66174698,16.94710159,1.711456,
22.6564045,-18.71836472,16.59112167,1.297094,
21.67591667,-18.77396011,16.20061684,0.896246,
20.71167564,-18.84317207,15.79585075,0.536411,
19.72511292,-18.94743919,15.35824585,0.219077,
18.75501823,-19.03071022,14.85403633,-0.051459,
17.78034973,-19.1649456,14.32224178,-0.258319,
16.81502533,-19.2818203,13.73118496,-0.416241,
15.83081341,-19.43976784,13.07255363,-0.507388,
14.85185909,-19.6174202,12.45262527,-0.567157,
13.79376507,-19.73870468,11.71525383,-0.622552,
12.78001308,-19.89248657,11.08381844,-0.658162,
11.65558815,-19.92801857,10.29548836,-0.69602,
10.57188416,-19.97794724,9.61547852,-0.716112,
9.46345329,-19.9454155,9.00005722,-0.762612,
8.29802513,-19.834589,8.35753441,-0.821288,
7.18713045,-19.79912949,7.83071995,-0.792146,
6.09853411,-19.68914795,7.34293365,-0.799385,
5.04092026,-19.55965424,6.96092224,-0.817782,
3.92838264,-19.5011425,6.6423769,-0.807509,
2.92521763,-19.36834145,6.36976051,-0.823984,
1.81742358,-19.35214043,6.24784756,-0.827592,
0.82759631,-19.2963028,6.10106564,-0.79462,
-0.22057344,-19.20139313,6.02477551,-0.809192,
-1.2513293,-19.12157059,5.99001694,-0.810068,
-2.31670642,-19.13061905,6.08602142,-0.814594,
-3.32079649,-19.14745712,6.24387074,-0.830549,
-4.37840319,-19.14271545,6.43069649,-0.834009,
-5.46210909,-19.11441994,6.65291119,-0.820799,
-6.42253017,-19.10993195,6.95352459,-0.838593,
-7.55252838,-19.08588219,7.31916142,-0.845598,
-8.61816406,-19.21414757,7.81939411,-0.790944,
-9.64331722,-19.26498985,8.30627918,-0.747102,
-10.73102379,-19.34685326,8.97551632,-0.711119,
-11.70088291,-19.34636116,9.55323505,-0.679005,
-12.67586517,-19.29608345,10.25242424,-0.674911,
-13.63561821,-19.27015877,11.0358181,-0.66112,
-14.54672241,-19.1878376,11.7115345,-0.624207,
-15.45566845,-19.11263275,12.44078922,-0.581096,
-16.36932182,-19.00192833,13.08246613,-0.498657,
-17.23394775,-18.89175034,13.68579769,-0.402625,
-18.13772774,-18.82592583,14.31304073,-0.248596,
-19.01848793,-18.75369644,14.85313606,-0.061106,
-19.96088982,-18.70518684,15.36792278,0.2203,
-20.88322258,-18.66683769,15.79763985,0.544246,
-21.81674385,-18.61991501,16.20240974,0.901592,
-22.76630974,-18.59198189,16.58624458,1.302219,
-23.71361732,-18.565979,16.94014549,1.722795,
-24.67436218,-18.54627037,17.27689934,2.186968,
-25.63742828,-18.52689552,17.58951187,2.670053,
-26.60375786,-18.51401711,17.88633347,3.166991,
-27.57634163,-18.50293541,18.16754341,3.702731,
-28.55117798,-18.4937706,18.43252182,4.325186,
-29.5284977,-18.48795319,18.68391418,5.024159,
-30.51013565,-18.48288536,18.92213821,5.773501,
-31.49202156,-18.47857285,19.14740562,6.576922,
-32.47642899,-18.47725868,19.36231041,7.405721,
-33.46233368,-18.47652626,19.56698227,8.247969,
-34.45011902,-18.47701836,19.76185608,9.100329,
-35.43897247,-18.47835541,19.94751549,9.96769,
-36.43089294,-18.48084831,20.12391472,10.859295,
-37.42385483,-18.48373413,20.29014969,11.756193,
-38.42090607,-18.48740959,20.44561577,12.658504,
-39.42170334,-18.49162102,20.58747673,13.565034,
-40.42882919,-18.49566841,20.71181107,14.478002,
-41.44842911,-18.49946785,20.80899811,15.411132,
41.45195389,-19.49835587,20.8113575,15.83919,
40.43468475,-19.49433327,20.72139931,14.919472,
39.42779922,-19.48958397,20.60766792,14.00785,
38.42657089,-19.48530579,20.478302,13.101331,
37.42871094,-19.48154068,20.33680534,12.2005,
36.43278503,-19.47875023,20.18462753,11.317786,
35.43890762,-19.47688103,20.02262688,10.449675,
34.44613647,-19.47637939,19.85102081,9.585842,
33.45497513,-19.47722816,19.67009544,8.728021,
32.46440506,-19.47985649,19.47937965,7.878304,
31.47536087,-19.48389816,19.27844429,7.061339,
30.48655701,-19.49017525,19.06630135,6.267362,
29.49991226,-19.4989357,18.84268761,5.49684,
28.51392937,-19.51053619,18.60702324,4.760301,
27.52848434,-19.52615356,18.35774422,4.102036,
26.54556274,-19.54493713,18.09473038,3.535438,
25.5628376,-19.56856346,17.81668663,3.023131,
24.58188629,-19.59815788,17.52315331,2.536546,
23.59961891,-19.63442993,17.21117973,2.081192,
22.6189518,-19.67957687,16.87743759,1.643707,
21.64941978,-19.73563576,16.53695107,1.242681,
20.65662575,-19.80585289,16.16461945,0.867154,
19.68849182,-19.87352753,15.76810265,0.528401,
18.70735741,-19.95609093,15.35991287,0.220697,
17.70559692,-20.05342865,14.87099075,-0.031069,
16.77131271,-20.15135956,14.4095459,-0.240541,
15.71755505,-20.2941761,13.81798553,-0.389152,
14.7984333,-20.44259071,13.25401211,-0.46143,
13.76501656,-20.55662918,12.66489124,-0.564405,
12.72653961,-20.71598625,11.99312019,-0.576919,
11.74679089,-20.82629013,11.45095253,-0.623663,
10.56277847,-20.88541222,10.76249504,-0.688025,
9.54647064,-20.96647644,10.19920254,-0.68547,
8.40510273,-20.99279213,9.66850281,-0.739592,
7.29600191,-20.92142677,9.10079288,-0.766405,
6.20605516,-20.87203026,8.60982895,-0.761234,
5.09391975,-20.8094902,8.23227787,-0.787393,
4.00722361,-20.71393776,7.86288357,-0.787527,
2.94939661,-20.69317436,7.64968109,-0.797149,
1.85939336,-20.5609951,7.37781811,-0.80437,
0.83154112,-20.52002335,7.25384712,-0.788825,
-0.1922375,-20.46603203,7.22382545,-0.816341,
-1.32651949,-20.47619438,7.26189423,-0.808179,
-2.26948047,-20.41335106,7.28614807,-0.817017,
-3.38659286,-20.3445816,7.36262608,-0.808198,
-4.41764927,-20.35731888,7.57874203,-0.796343,
-5.43795729,-20.35411072,7.87317848,-0.815194,
-6.52617359,-20.41223145,8.20448303,-0.768743,
-7.52384663,-20.49000931,8.63358212,-0.735931,
-8.63352108,-20.43794632,9.04188442,-0.69949,
-9.58418655,-20.47109604,9.58557701,-0.702913,
-10.61769295,-20.39061928,10.11953259,-0.680336,
-11.5792551,-20.38463974,10.76250839,-0.660441,
-12.51096344,-20.34131432,11.43915749,-0.642298,
-13.45551395,-20.23139381,12.01965618,-0.604713,
-14.3704195,-20.14508057,12.65557289,-0.554205,
-15.28931618,-20.02799225,13.25153923,-0.492895,
-16.16575241,-19.93076324,13.82134628,-0.394467,
-17.09724998,-19.8482399,14.39606476,-0.247971,
-18.01140213,-19.77738571,14.88861465,-0.040778,
-18.93551254,-19.73714256,15.35592556,0.224515,
-19.86870956,-19.6900177,15.77739811,0.519248,
-20.81346893,-19.6417942,16.16458511,0.869829,
-21.7550602,-19.61462593,16.53351974,1.241706,
-22.7134819,-19.58103752,16.88048553,1.649336,
-23.67362404,-19.55689621,17.20472336,2.090456,
-24.6383934,-19.53832436,17.51158714,2.546822,
-25.60802078,-19.52275658,17.80199051,3.038361,
-26.58032417,-19.50958633,18.07633591,3.551127,
-27.55607414,-19.49954033,18.33694267,4.116306,
-28.53492546,-19.49147797,18.58416748,4.773995,
-29.51643562,-19.48484039,18.81858826,5.508041,
-30.49896431,-19.48030663,19.04115868,6.276158,
-31.48418999,-19.47785378,19.2533741,7.068054,
-32.47071457,-19.47575188,19.45503426,7.883327,
-33.45830536,-19.4757843,19.64733887,8.7311,
-34.4478302,-19.47638893,19.83089828,9.587655,
-35.43856049,-19.47811127,20.00570107,10.449954,
-36.43127441,-19.48043823,20.17165184,11.317091,
-37.42622757,-19.48355675,20.32818794,12.19897,
-38.42405319,-19.4872551,20.47399902,13.099766,
-39.4257164,-19.49129295,20.60681152,14.006689,
-40.43357086,-19.49584007,20.7226181,14.919189,
-41.45230484,-19.49910164,20.81236839,15.839885,
41.45585632,-20.49819756,20.81454277,16.279994,
40.43877411,-20.4941864,20.73124123,15.360816,
