X,Y,Z,C2M_distances,C2M_min_max
17.18157387,-15.6693182,10.27867508,-0.554308,
16.04216766,-15.68210602,9.20198059,-0.603478,
14.85894394,-15.51957607,8.10728836,-0.660505,
13.67178345,-15.4298048,7.20946789,-0.704825,
12.57055473,-15.30480671,6.47790718,-0.747523,
11.44733524,-15.16091824,5.76512814,-0.750519,
10.39554977,-15.08894634,5.20949554,-0.742308,
9.35467434,-14.98866558,4.73060608,-0.749161,
8.30599117,-14.91892242,4.31396103,-0.742756,
7.29655933,-14.89302254,3.98624802,-0.736124,
6.26172352,-14.86096287,3.70965385,-0.744881,
5.24270916,-14.82859516,3.47284317,-0.729878,
4.24480057,-14.80762672,3.29242706,-0.72873,
3.24234247,-14.76891804,3.15825272,-0.748737,
2.20073843,-14.74682522,3.04363251,-0.746455,
1.22297585,-14.71370411,2.96866417,-0.740772,
0.17050408,-14.68654346,2.9375,-0.745112,
-0.82493514,-14.69546318,2.93868256,-0.732318,
-1.84211946,-14.67815781,2.98402405,-0.740944,
-2.85833836,-14.64387226,3.04537773,-0.742119,
-3.87306285,-14.59344769,3.13061142,-0.73386,
-4.88885784,-14.61416531,3.29285622,-0.724651,
-5.91483831,-14.57777596,3.47797394,-0.730538,
-6.97119141,-14.56361103,3.6984024,-0.722743,
-7.94746828,-14.55103207,3.96735191,-0.721869,
-9.03276539,-14.49688911,4.27012444,-0.705893,
-10.02329445,-14.56051922,4.68721008,-0.710511,
-11.14405155,-14.60580635,5.20001602,-0.704448,
-12.11571503,-14.62373257,5.74301815,-0.736235,
-13.29189301,-14.63469696,6.4836731,-0.780129,
-14.35044098,-14.69664097,7.17548847,-0.729879,
-15.56708717,-14.8203907,8.13674736,-0.67942,
-16.67458153,-14.98050308,9.19116116,-0.610005,
-17.76142883,-15.0100193,10.27412128,-0.54882,
-18.68735886,-14.99690914,11.32500935,-0.513552,
-19.5474987,-14.9017067,12.31291771,-0.519379,
-20.38027382,-14.82351208,13.21126175,-0.468391,
-21.22047997,-14.76062393,14.03124714,-0.349604,
-22.11078453,-14.68186092,14.72745419,-0.135564,
-23.01559639,-14.66345024,15.31622314,0.189245,
-23.92102051,-14.63341618,15.82026958,0.558296,
-24.84802628,-14.59216595,16.28111267,0.970715,
-25.77788353,-14.5664711,16.70570755,1.422626,
-26.71785164,-14.54677868,17.10566139,1.89755,
-27.66390419,-14.52532482,17.4786377,2.393519,
-28.62292671,-14.51207638,17.82919693,2.9316,
-29.58452225,-14.50314808,18.15348434,3.490245,
-30.55378723,-14.49433422,18.45640945,4.128785,
-31.52627754,-14.48924828,18.73900795,4.867682,
-32.5023613,-14.48592281,19.00446701,5.673637,
-33.48167419,-14.48446846,19.25416756,6.532404,
-34.46383286,-14.48366261,19.4891758,7.414392,
-35.44821548,-14.48457623,19.71047592,8.311618,
-36.43473816,-14.48581123,19.91901588,9.218831,
-37.42329407,-14.48826408,20.11570549,10.133424,
-38.41478348,-14.49079609,20.30040932,11.061274,
-39.41152573,-14.49402046,20.47124481,12.006635,
-40.41841888,-14.49771786,20.62203598,12.965336,
-41.43760681,-14.49991703,20.74147034,13.934303,
41.4420929,-15.49917126,20.74204254,14.265878,
40.42488098,-15.49559116,20.628479,13.308469,
39.41864014,-15.49158764,20.48662186,12.369711,
38.42105865,-15.48812008,20.32653236,11.441824,
37.42775345,-15.48526001,20.15300179,10.519487,
36.43662643,-15.48310852,19.96736336,9.601925,
35.44739532,-15.48271561,19.76943016,8.690848,
34.46004868,-15.48260784,19.55889511,7.790909,
33.47525787,-15.48480511,19.33571815,6.921591,
32.49165344,-15.48833847,19.09857559,6.074101,
31.51167488,-15.49485397,18.84697151,5.256622,
30.53292465,-15.50302982,18.57906914,4.483332,
29.55890274,-15.51341438,18.29496002,3.787984,
28.58674431,-15.52801609,17.99256516,3.218883,
27.61603355,-15.54868126,17.66692734,2.682758,
26.65252495,-15.57426453,17.31581497,2.167496,
25.69462585,-15.60720634,16.94134712,1.675967,
24.73824692,-15.65188217,16.53719139,1.229596,
23.79117012,-15.71526527,16.11191177,0.809657,
22.83270264,-15.78842354,15.63903618,0.411518,
21.88510704,-15.88341713,15.12228203,0.084643,
20.93155861,-15.98836899,14.53647804,-0.200989,
19.97238159,-16.09767151,13.81349373,-0.4054,
19.03469658,-16.27428436,13.00182247,-0.485528,
18.11456108,-16.45361137,12.15073872,-0.526767,
17.13428497,-16.60690689,11.19657612,-0.530168,
16.10225487,-16.72594643,10.19981384,-0.540116,
15.019063,-16.71347809,9.22678947,-0.590226,
13.77088165,-16.534832,8.14383507,-0.659216,
12.64745808,-16.43623161,7.32367229,-0.700604,
11.5314455,-16.33721542,6.61789989,-0.713136,
10.45582199,-16.19434547,6.00941753,-0.751415,
9.34023285,-16.11671257,5.45615768,-0.757247,
8.32580853,-16.05488014,5.01591206,-0.729248,
7.28115129,-15.96219349,4.6373024,-0.748497,
6.24493551,-15.91248703,4.31578255,-0.733247,
5.23260164,-15.89209843,4.05821228,-0.714696,
4.24153423,-15.83085251,3.85390282,-0.730127,
3.19939494,-15.82323551,3.70040321,-0.727483,
2.19386625,-15.78923416,3.56936836,-0.711491,
1.19364226,-15.76075649,3.51535797,-0.729932,
0.15244018,-15.73643112,3.47992325,-0.731763,
-0.85281873,-15.68076801,3.45462608,-0.725644,
-1.88110197,-15.66928482,3.4865284,-0.715486,
-2.86803818,-15.65380859,3.56764412,-0.722464,
-3.9176333,-15.66122913,3.70479012,-0.731084,
-4.93627453,-15.61269379,3.82995605,-0.718745,
-5.96557426,-15.61975861,4.05059242,-0.717653,
-6.98604965,-15.60944843,4.298563,-0.717091,
-8.03007984,-15.60754108,4.59890556,-0.714302,
-9.04699421,-15.63823795,4.98878002,-0.717713,
-10.12139797,-15.60947037,5.39790344,-0.723942,
-11.16148663,-15.60843277,5.90889645,-0.735793,
-12.28812408,-15.66695023,6.59618282,-0.759181,
-13.34374809,-15.80204773,7.31802464,-0.733479,
-14.56460476,-15.94767475,8.2388649,-0.667442,
-15.62075806,-16.08514595,9.20222092,-0.612158,
-16.71488571,-16.09373665,10.21362305,-0.557035,
-17.65926361,-16.08599472,11.19154453,-0.505035,
-18.55174065,-15.98100948,12.15525532,-0.518222,
-19.3661747,-15.88963413,13.02495384,-0.493502,
-20.24608231,-15.7820406,13.83758545,-0.399808,
-21.1095314,-15.72411442,14.51897812,-0.20959,
-22.03170395,-15.71708012,15.14614296,0.08602,
-22.94087029,-15.66826153,15.63881111,0.433318,
-23.86141968,-15.62521935,16.09914589,0.820908,
-24.78760529,-15.59366035,16.52985001,1.238516,
-25.73479271,-15.56002998,16.93153954,1.690637,
-26.6790123,-15.53705025,17.30233192,2.177594,
-27.63710976,-15.52172279,17.65440941,2.693068,
-28.59794807,-15.51010227,17.98090553,3.225648,
-29.56663513,-15.4996748,18.28663826,3.792182,
-30.53899002,-15.49348068,18.57242775,4.486648,
-31.51480484,-15.48850632,18.84037781,5.258106,
-32.49394989,-15.48511219,19.09231758,6.075678,
-33.47561646,-15.48320198,19.32951546,6.921812,
-34.45953369,-15.48345566,19.55317688,7.791111,
-35.44619751,-15.48384953,19.76398659,8.690322,
-36.43379974,-15.48557758,19.96281052,9.600275,
-37.42392349,-15.48765087,20.15044212,10.516827,
-38.41654587,-15.49045563,20.32660103,11.438552,
-39.41501617,-15.49387169,20.48910904,12.367337,
-40.42240524,-15.49705124,20.63168526,13.306853,
-41.44073868,-15.5003109,20.74442291,14.265119,
41.44606781,-16.49925423,20.74536133,14.637841,
40.42814255,-16.49551582,20.63858032,13.69188,
39.42173386,-16.49157143,20.5044651,12.75565,
38.42341232,-16.48792648,20.35274315,11.827209,
37.42847061,-16.48471451,20.18792152,10.903132,
36.43657684,-16.48292351,20.01155281,9.991614,
35.44545746,-16.48154068,19.8235054,9.099075,
34.45688248,-16.48204613,19.62371635,8.217388,
33.46944046,-16.48353195,19.41137695,7.345244,
32.48532867,-16.48719025,19.18688393,6.489561,
31.50059319,-16.49151611,18.94758034,5.655288,
30.52217484,-16.49855232,18.69545555,4.881522,
29.54186058,-16.50966263,18.42726707,4.164,
28.56807709,-16.52322769,18.14338493,3.539989,
27.59213448,-16.54131699,17.83771133,2.988288,
26.62443542,-16.56488228,17.51143074,2.477027,
25.65971184,-16.59532547,17.16448402,1.987844,
24.69782448,-16.63104057,16.79386711,1.515672,
23.73317337,-16.68259048,16.38806534,1.078741,
22.78617668,-16.7514782,15.96239662,0.691779,
21.82173157,-16.8336525,15.485322,0.329391,
20.88190842,-16.92801476,14.9875946,0.016908,
19.89243889,-17.04936409,14.40121365,-0.248359,
18.93858147,-17.17697334,13.69458008,-0.416224,
17.99397469,-17.34372902,12.91525269,-0.484903,
17.04656792,-17.51892281,12.11244011,-0.527298,
16.07268333,-17.64199638,11.19279957,-0.525782,
15.03274059,-17.73488235,10.29201317,-0.563033,
13.90820694,-17.73542595,9.37913609,-0.63063,
12.72992897,-17.62580872,8.37275124,-0.641112,
11.65651703,-17.50088692,7.5788908,-0.656951,
10.5016346,-17.36032295,6.88247395,-0.697701,
9.40672588,-17.25830078,6.31440735,-0.734535,
8.36180305,-17.130476,5.80473804,-0.737479,
7.2764411,-17.04957008,5.3942194,-0.764401,
6.25385427,-16.99942017,5.04877472,-0.738696,
5.22715521,-16.93198204,4.73464584,-0.721189,
4.22385836,-16.89989853,4.52468872,-0.731719,
3.17876744,-16.85372353,4.33647919,-0.720054,
2.18372655,-16.81972313,4.20235825,-0.711399,
1.15005076,-16.78011513,4.11707497,-0.717027,
0.13822512,-16.74416733,4.07922745,-0.726482,
-0.88903397,-16.74883652,4.09594154,-0.725998,
-1.90220332,-16.72272301,4.13017273,-0.724015,
-2.92767334,-16.71772957,4.20868874,-0.713409,
-3.93484831,-16.67997742,4.30747032,-0.705127,
-4.97696018,-16.68333054,4.51320839,-0.729137,
-6.02631617,-16.66648674,4.71872139,-0.708177,
-7.0041275,-16.62574196,4.9751091,-0.722178,
-8.11613464,-16.64253235,5.33543682,-0.726793,
-9.12141418,-16.68696213,5.71911621,-0.70113,
-10.24607563,-16.78446388,6.28853607,-0.712359,
-11.22684574,-16.86118889,6.88506603,-0.721512,
-12.39675522,-16.92833519,7.6158905,-0.710478,
-13.47616005,-17.01477242,8.39057446,-0.684153,
-14.62575626,-17.10918999,9.32016945,-0.615877,
-15.64573288,-17.16800117,10.20530224,-0.531583,
-16.63960266,-17.1536293,11.21698093,-0.509998,
-17.48736,-17.05612564,12.06829453,-0.51972,
-18.38264275,-16.94564629,12.95292282,-0.494789,
-19.21936798,-16.86064148,13.68981934,-0.412174,
-20.10651588,-16.79514694,14.41233635,-0.257045,
-21.03187943,-16.76084518,15.00792122,0.017671,
-21.94661331,-16.69605255,15.49347115,0.335731,
-22.86877632,-16.64616776,15.95178604,0.698426,
-23.802248,-16.61378288,16.38019562,1.096783,
-24.74250031,-16.57942581,16.77751923,1.529524,
-25.68728256,-16.5555172,17.15287781,1.99319,
-26.64780807,-16.5336895,17.50408745,2.481809,
-27.61074257,-16.51948357,17.8286171,2.997336,
-28.57714462,-16.50777245,18.13302422,3.545694,
-29.54977608,-16.49896622,18.42001152,4.168263,
-30.52587891,-16.49180603,18.68876266,4.883231,
-31.50448036,-16.48719025,18.94167519,5.657835,
-32.48575974,-16.48394775,19.18063545,6.489323,
-33.47049713,-16.48270416,19.40574265,7.346284,
-34.45637512,-16.48262978,19.61752129,8.217473,
-35.44378281,-16.48341942,19.81778336,9.098505,
-36.43369293,-16.48497963,20.00695419,9.989848,
-37.42450333,-16.48727036,20.18542862,10.900403,
-38.41916275,-16.49019432,20.3529892,11.824159,
-39.4184227,-16.49360085,20.50671577,12.753459,
-40.42582703,-16.49703026,20.6414566,13.690457,
-41.44450378,-16.49964523,20.74766159,14.636664,
41.44908905,-17.49897003,20.74855614,15.022878,
40.43218994,-17.49556732,20.64852715,14.078369,
39.42523956,-17.49149323,20.52233124,13.143003,
38.42530823,-17.48750114,20.37875366,12.224273,
37.43024063,-17.48488998,20.22283936,11.323285,
36.43623352,-17.48213387,20.05575562,10.426334,
35.44472885,-17.48135757,19.87776566,9.535179,
34.4538765,-17.48079681,19.68844604,8.648899,
33.46499252,-17.48235703,19.48744965,7.773487,
32.4781189,-17.48467255,19.27455139,6.930149,
31.49344826,-17.48916626,19.05004883,6.110905,
30.50871468,-17.49639511,18.81108856,5.317076,
29.53054237,-17.50449753,18.560009,4.567366,
28.54724503,-17.5178566,18.29160881,3.892878,
27.57357979,-17.5343914,18.00711441,3.336729,
26.59849358,-17.55409431,17.70420647,2.811885,
25.62883759,-17.57947731,17.3833847,2.303068,
24.65716743,-17.6181736,17.03957939,1.835364,
23.693367,-17.6632309,16.67017365,1.395145,
22.72836494,-17.71912193,16.26960754,0.97861,
21.7735405,-17.78805161,15.84771156,0.609884,
20.81080818,-17.87050629,15.39387989,0.269025,
19.84649467,-17.95841408,14.89675999,-0.036943,
18.85756111,-18.07484245,14.30405521,-0.265606,
17.90994835,-18.23159218,13.64370918,-0.394694,
16.95946884,-18.35523987,12.92035198,-0.491688,
15.9692173,-18.5387516,12.17540741,-0.537346,
14.98069859,-18.69759178,11.35118484,-0.532203,
13.94622231,-18.77536201,10.50182629,-0.561537,
12.84909248,-18.80704498,9.63592052,-0.586696,
11.74826336,-18.69270706,8.75463676,-0.60955,
10.60013676,-18.56321907,7.98478031,-0.664067,
9.48655033,-18.43197823,7.31208324,-0.696382,
8.40637016,-18.31593323,6.78373432,-0.722085,
7.32747746,-18.22744751,6.32483387,-0.75072,
6.26303387,-18.11407661,5.90293503,-0.746438,
5.23272943,-18.06181335,5.59528255,-0.744526,
4.19485235,-18.00657082,5.3181057,-0.729503,
3.19038892,-17.95358467,5.11577034,-0.718821,
2.15167332,-17.91968346,4.97388935,-0.717059,
1.13761103,-17.86923599,4.86437416,-0.715838,
0.10143913,-17.83319473,4.81414986,-0.719738,
-0.92336726,-17.78622627,4.79693222,-0.721425,
-1.92595172,-17.78530312,4.85314274,-0.71948,
-2.95933318,-17.76093864,4.92541504,-0.706004,
-3.95915508,-17.75623894,5.07798004,-0.714939,
-5.05416918,-17.7460537,5.26245117,-0.706907,
-6.03984976,-17.7492733,5.50798035,-0.712397,
-7.09800148,-17.78027344,5.86843109,-0.729884,
-8.12584209,-17.77160072,6.23802853,-0.756788,
-9.2571373,-17.84084892,6.73324394,-0.725871,
-10.2668047,-17.89788246,7.23832512,-0.709731,
-11.41763687,-18.02399826,7.94667435,-0.667175,
-12.47535515,-18.15629768,8.70685291,-0.620511,
-13.5708313,-18.24525833,9.59416866,-0.592438,
-14.5802021,-18.28822327,10.45277977,-0.533709,
-15.55747414,-18.223629,11.3310318,-0.517959,
-16.45669746,-18.11733055,12.14239597,-0.51524,
-17.32851791,-18.01202583,12.9293375,-0.487883,
-18.20399857,-17.90079689,13.6566143,-0.426739,
-19.09555626,-17.82000732,14.3225441,-0.274824,
-20.02748108,-17.77746201,14.90934181,-0.02881,
-20.94276047,-17.72960281,15.39178658,0.277291,
-21.86068916,-17.68417358,15.84613419,0.610483,
-22.80538368,-17.64287376,16.27224541,0.987247,
-23.74674606,-17.60091782,16.65859985,1.404678,
-24.69691658,-17.57379723,17.02706909,1.845501,
-25.65356255,-17.54919815,17.37257385,2.310995,
-26.61776733,-17.53171921,17.69744682,2.817936,
-27.58624077,-17.51568985,17.99991417,3.340678,
-28.55878448,-17.50388718,18.28425407,3.898002,
-29.53495789,-17.49620438,18.55204964,4.569665,
-30.51345062,-17.49007607,18.80456161,5.319534,
-31.49501991,-17.48490906,19.04354668,6.111206,
-32.47923279,-17.48309898,19.26913452,6.930914,
-33.46563721,-17.48189926,19.48173523,7.77423,
-34.4530983,-17.4818058,19.68221855,8.648868,
-35.44304276,-17.4829998,19.87182617,9.53446,
-36.43307877,-17.48458862,20.05101395,10.424548,
-37.42620468,-17.48692131,20.22053337,11.3205,
-38.42159653,-17.49001884,20.37897301,12.221985,
-39.42180252,-17.49323654,20.52437019,13.140616,
-40.42964935,-17.49631882,20.65143776,14.076445,
-41.44792938,-17.50015831,20.7508316,15.022377,
41.45291519,-18.49917412,20.75184631,15.412223,
40.43558502,-18.49526978,20.65848732,14.481409,
39.42859268,-18.491436,20.53979683,13.56916,
38.4283638,-18.48762703,20.4047718,12.663929,
37.43130875,-18.48404884,20.25742531,11.762269,
36.43727875,-18.48248863,20.09975624,10.865506,
35.44362259,-18.48018646,19.93170929,9.97276,
34.45174789,-18.48032761,19.752985,9.103609,
33.46157837,-18.48053169,19.56356049,8.249457,
32.47230148,-18.48302841,19.36288643,7.404914,
31.48546219,-18.48742676,19.15067673,6.575147,
30.50025177,-18.49233246,18.92697525,5.769182,
29.51540756,-18.50090599,18.69019318,5.018695,
28.53504372,-18.51187897,18.44019508,4.318945,
27.55226326,-18.52565575,18.17375183,3.692807,
26.5770874,-18.54574585,17.89370346,3.16111,
25.59994698,-18.57083511,17.59632301,2.663595,
24.62459183,-18.60096741,17.27637863,2.181785,
23.65485573,-18.63967133,16.93652534,1.722358,
22.68445778,-18.68849182,16.57266235,1.308923,
21.72233582,-18.74863243,16.18838501,0.918606,
20.75757408,-18.81518364,15.78873634,0.552255,
19.77297592,-18.91187477,15.34340382,0.235819,
18.82868767,-18.99512672,14.87817192,-0.04089,
17.81563759,-19.08466911,14.28740501,-0.268964,
16.87991524,-19.22353935,13.72222424,-0.411892,
15.85733223,-19.38302231,13.01316071,-0.49918,
14.92173386,-19.55204964,12.31603813,-0.502225,
13.90222359,-19.69449043,11.5751543,-0.528094,
12.8762064,-19.78178215,10.80432892,-0.542327,
11.80543995,-19.83701897,10.05458832,-0.56632,
10.69349575,-19.82408905,9.29346848,-0.58676,
9.60710049,-19.70664406,8.55763817,-0.616025,
8.48718929,-19.60092735,7.91581345,-0.628254,
7.40723944,-19.44037819,7.36557961,-0.674719,
6.33180475,-19.34835052,6.9520607,-0.699993,
5.2560339,-19.20599365,6.5597887,-0.736862,
4.20878124,-19.1320343,6.26630211,-0.743534,
3.18176794,-19.06694603,6.0391798,-0.737253,
2.13189244,-18.99446297,5.84652805,-0.731658,
1.11431229,-18.99044418,5.74534798,-0.714588,
0.09348265,-18.94514084,5.66999817,-0.70991,
-0.94015592,-18.92222595,5.68151379,-0.721291,
-1.96760118,-18.87454796,5.70450592,-0.716679,
-2.96106577,-18.85379028,5.82096672,-0.732065,
-4.05074167,-18.86249542,5.99104214,-0.725129,
-5.04354477,-18.86551666,6.20400143,-0.733761,
-6.1424818,-18.88628578,6.49995995,-0.727246,
-7.17260027,-18.95135117,6.83932114,-0.690221,
-8.23368645,-19.04323959,7.32810974,-0.693207,
-9.3028183,-19.10100746,7.85655117,-0.67097,
-10.40207767,-19.20881271,8.53381443,-0.664944,
-11.44947815,-19.26737213,9.22072792,-0.631863,
-12.47923851,-19.31002045,9.95768356,-0.589215,
-13.55460739,-19.32282829,10.76565266,-0.521799,
-14.47089958,-19.28658104,11.51281929,-0.488531,
-15.38232803,-19.1667099,12.2863636,-0.503658,
-16.27619934,-19.03712273,13.00825882,-0.486926,
-17.17768288,-18.93501663,13.69114304,-0.411446,
-18.05335617,-18.86510277,14.31802559,-0.27645,
-19.00465584,-18.81574059,14.89407063,-0.055243,
-19.91206741,-18.75489235,15.35130405,0.227843,
-20.85962296,-18.6905098,15.79101563,0.546607,
-21.80424881,-18.66038704,16.1925354,0.920658,
-22.74126816,-18.62737656,16.56874084,1.314387,
-23.70150185,-18.59496117,16.93140411,1.734783,
-24.65663338,-18.56517982,17.26681137,2.189698,
-25.62267113,-18.54316902,17.58689308,2.669537,
-26.59247971,-18.52546692,17.88574791,3.165351,
-27.56458664,-18.51279068,18.16732788,3.69891,
-28.54166603,-18.5023632,18.43327904,4.321815,
-29.52122879,-18.49330711,18.6835556,5.021167,
-30.50275803,-18.48675537,18.92051125,5.769615,
-31.48674774,-18.48415184,19.14522552,6.575368,
-32.47357941,-18.48137474,19.35743141,7.405684,
-33.46127319,-18.48107338,19.55759048,8.249775,
-34.45146561,-18.48138237,19.74684906,9.104049,
-35.44165421,-18.48230171,19.92560005,9.972014,
-36.43393707,-18.48406219,20.09519386,10.863149,
-37.42763138,-18.48665619,20.2551918,11.760055,
-38.42419434,-18.48947144,20.40489769,12.660992,
-39.42535019,-18.49296188,20.54198456,13.567002,
-40.43341064,-18.49674988,20.66129684,14.480205,
-41.4515419,-18.49933243,20.75405121,15.411138,
41.45639801,-19.4990387,20.75495911,15.840692,
40.43960953,-19.49556732,20.66829681,14.921961,
39.43174362,-19.49109268,20.55716896,14.009953,
38.43103409,-19.48727226,20.43028831,13.104538,
37.43362045,-19.4844017,20.29193115,12.205016,
36.43774033,-19.48124886,20.14328766,11.322731,
35.44383621,-19.48041916,19.98525429,10.455692,
34.45024109,-19.47895813,19.81716347,9.591269,
33.45856476,-19.47997284,19.63897705,8.733723,
32.46790695,-19.48143578,19.45034599,7.884087,
31.47868538,-19.48380661,19.25093651,7.066929,
30.49165726,-19.48980713,19.0411911,6.275187,
29.50506783,-19.49695969,18.81964493,5.504918,
28.51985168,-19.50616837,18.58549309,4.76913,
27.53752899,-19.52007294,18.33892059,4.112975,
26.55573273,-19.5354023,18.07771683,3.546602,
25.5752964,-19.55722237,17.80070305,3.034407,
24.59870911,-19.58387756,17.50867081,2.547419,
23.62065887,-19.61491203,17.19727325,2.091665,
22.64711189,-19.65655899,16.86633492,1.655013,
21.67270279,-19.70839119,16.51485825,1.252911,
20.70618629,-19.77715111,16.15022278,0.888699,
19.73159599,-19.84337997,15.75351334,0.544279,
18.76885223,-19.92216682,15.35311699,0.239099,
17.77339554,-20.02505302,14.91240978,-0.032874,
16.79092789,-20.10837364,14.40043736,-0.253088,
15.78461933,-20.23478889,13.82595253,-0.398391,
14.81934261,-20.36129189,13.21278,-0.484663,
13.81990623,-20.52101898,12.56626034,-0.511201,
12.8330307,-20.67051888,11.92325115,-0.52776,
11.78011894,-20.77987099,11.23292732,-0.527975,
10.75878716,-20.81181526,10.54968262,-0.555169,
9.63984299,-20.85829735,9.89157104,-0.561408,
8.60699463,-20.81436157,9.26637173,-0.577136,
7.50157499,-20.73942757,8.68349648,-0.587103,
6.40772629,-20.58857918,8.15839291,-0.63456,
5.31577301,-20.49759483,7.76723766,-0.665718,
4.26944017,-20.37447548,7.41435719,-0.704911,
3.19655824,-20.25752068,7.15102196,-0.737538,
2.12265277,-20.21649933,6.97840881,-0.738845,
1.10463154,-20.15468216,6.80598545,-0.715874,
0.07850192,-20.13690186,6.7563076,-0.716369,
-0.94741619,-20.08821487,6.71472168,-0.709403,
-1.98064983,-20.08225441,6.78263569,-0.70507,
-3.00955939,-20.05641937,6.89360523,-0.711009,
-4.06876326,-20.03228951,7.07499409,-0.728049,
-5.12811041,-20.10913086,7.36893749,-0.718192,
-6.13452864,-20.15566826,7.67461586,-0.687448,
-7.26338482,-20.19149399,8.0917244,-0.669503,
-8.31725407,-20.28642464,8.59650517,-0.633616,
-9.36832428,-20.3716526,9.1927824,-0.612953,
-10.40559959,-20.39535141,9.78563881,-0.570379,
-11.42676163,-20.40646553,10.46039677,-0.539357,
-12.4318018,-20.39482689,11.21942139,-0.522705,
-13.35828972,-20.31193352,11.88203526,-0.518519,
-14.30181503,-20.17216873,12.54229736,-0.509529,
-15.18976307,-20.07337952,13.19060612,-0.479671,
-16.10139465,-19.97377968,13.82436562,-0.402836,
-17.02432632,-19.89224625,14.40678978,-0.264578,
-17.97266006,-19.83795357,14.91865635,-0.041807,
-18.89522362,-19.78478241,15.3541317,0.231207,
-19.83010674,-19.72653008,15.77231026,0.519831,
-20.78493118,-19.69132614,16.1708107,0.877707,
-21.74011803,-19.64241791,16.52448654,1.253112,
-22.6955719,-19.60541725,16.86432648,1.659457,
-23.6580677,-19.57683945,17.19134903,2.098228,
-24.62365341,-19.55587578,17.5014286,2.552115,
-25.59576988,-19.53699112,17.79445076,3.041136,
-26.56910133,-19.52148438,18.07009506,3.552743,
-27.54637146,-19.50787544,18.33147621,4.11589,
-28.52610779,-19.49732208,18.57896423,4.771501,
-29.50880814,-19.4903183,18.81378937,5.505722,
-30.49358559,-19.48584175,19.03582764,6.275481,
-31.4800148,-19.48185349,19.24590302,7.06752,
-32.46833801,-19.48096848,19.44495773,7.884601,
-33.4585762,-19.48014832,19.63300705,8.734069,
-34.44926453,-19.48051834,19.81079102,9.591308,
-35.44146347,-19.48155785,19.97943878,10.454194,
-36.43483734,-19.48373413,20.13904762,11.321363,
-37.42944336,-19.48605728,20.2897625,12.201996,
-38.42746353,-19.48925209,20.43069267,13.102208,
-39.42878723,-19.49289322,20.55919647,14.008166,
-40.43706131,-19.49615479,20.6709938,14.92005,
-41.45513153,-19.50002289,20.7571907,15.840091,
41.45993042,-20.4992485,20.75793648,16.281377,
40.44280243,-20.49547386,20.67752647,15.362533,
39.43616867,-20.49143982,20.57426453,14.454407,
