Time,Depth (mm),F_z (N)
0.0,0.0,0.0
58.72560501098633,-0.02699998801814499,0.0
117.4510726928711,-0.11199993408874205,-27.96552539786317
176.176513671875,-0.2599998490853265,-19.402105353487926
234.90200805664062,-0.4819922088651545,-62.35269071162469
293.6275939941406,-0.7869994735602921,-91.90904275683967
352.3529968261719,-1.192999138564832,-84.48078803936596
411.07861328125,-1.7249986503877768,-143.93382847320746
469.8040466308594,-2.42299794340848,-184.5538278369378
528.5296020507812,-3.3569968299747828,-240.27031711675846
587.2550659179688,-4.675545255102858,-409.1616242338792
645.9805908203125,-6.335979028893082,-367.85000258820975
704.7060546875,-8.084971351383565,-506.4565566045116
763.4315185546875,-9.938966175439356,-488.30729031711127
822.1570434570312,-11.918121647315731,-563.1233392439198
880.882568359375,-14.054937175728156,-514.1712944685803
939.6080322265625,-16.039955241391507,-450.38722560297657
998.3335571289062,-17.53892944810423,-456.02309936761264
1057.05908203125,-18.711925422930467,-393.8900409358466
1115.7845458984375,-19.583919528929382,-241.5257568308628
1174.510009765625,6.431967421782758e-06,0.0
