//X Y Z C2M_signed_distances
41.43072891 -13.50194073 20.74999046 13.603208
40.41065216 -13.49772930 20.61776161 12.631980
39.40677643 -13.49379063 20.45405197 11.675450
38.41139221 -13.48998928 20.27033997 10.727847
37.42196274 -13.48733616 20.07205391 9.788532
36.43535995 -13.48546696 19.86105537 8.856113
35.45097733 -13.48509312 19.63730812 7.937499
34.46920013 -13.48689842 19.40093613 7.045801
33.48881531 -13.48952103 19.15050316 6.174253
21.96951294 -14.04913330 14.23923683 -0.262513
21.07707214 -14.15534210 13.44565487 -0.428458
20.15993881 -14.29165649 12.56108952 -0.537925
19.21805763 -14.51404858 11.58076191 -0.545531
18.26577377 -14.64728546 10.55823708 -0.577846
17.16376495 -14.74144077 9.46659470 -0.614135
16.00683594 -14.68701553 8.43628693 -0.697231
14.70208836 -14.50856400 7.39623928 -0.808125
13.59976482 -14.37977028 6.55846691 -0.815049
12.46409512 -14.26831818 5.77177620 -0.789045
11.42774487 -14.13913345 5.14816475 -0.777685
10.28767681 -14.09184551 4.60288239 -0.779611
9.32213879 -14.01426792 4.15615654 -0.745876
8.27959633 -13.96119976 3.80989838 -0.777960
7.24324322 -13.95164108 3.49886513 -0.754893
6.23484468 -13.89102459 3.21273232 -0.743636
5.24358940 -13.81910706 3.00093460 -0.760698
4.19934511 -13.83469486 2.85656929 -0.767172
3.18574023 -13.81882572 2.71387482 -0.755820
2.19132519 -13.76778793 2.60734367 -0.761878
1.17532206 -13.71256542 2.53099251 -0.769583
0.17027354 -13.69954681 2.51752472 -0.784256
41.43433380 -14.50179386 20.75297737 13.932442
40.41451645 -14.49798298 20.62799454 12.962026
39.41007614 -14.49369621 20.47244835 12.005208
38.41337204 -14.48970604 20.29737663 11.059490
37.42184448 -14.48678589 20.10765839 10.131434
36.43448257 -14.48519516 19.90600395 9.218482
35.44821548 -14.48447132 19.69246864 8.312225
34.46408844 -14.48504162 19.46637726 7.416760
33.48227692 -14.48831367 19.22759438 6.537505
32.50243378 -14.49314308 18.97506332 5.681703
31.52451515 -14.49995136 18.70740128 4.878956
30.54924583 -14.51156998 18.42366028 4.144342
29.57650185 -14.52501392 18.12107849 3.509402
28.60703659 -14.54378700 17.79808998 2.947852
27.64173889 -14.56860161 17.45289803 2.407745
26.68004227 -14.60155201 17.08402061 1.905254
25.72174263 -14.64166260 16.68480682 1.425368
24.76475143 -14.69447613 16.24726105 0.972044
23.82477760 -14.76825619 15.79116726 0.567501
22.86105728 -14.85591793 15.27175045 0.196772
21.90872192 -14.95033836 14.63377762 -0.099718
21.00711060 -15.08653069 13.99028015 -0.316369
20.03678322 -15.23718452 13.21753311 -0.490471
19.11918640 -15.39609814 12.30206013 -0.542490
18.17547607 -15.57609844 11.38872242 -0.567808
17.14525223 -15.72723389 10.34916306 -0.582586
16.14216423 -15.77562046 9.36656666 -0.596127
14.88638115 -15.70673180 8.30141544 -0.672887
13.70771694 -15.50407791 7.44252396 -0.810848
12.46942806 -15.37389088 6.57750416 -0.825693
11.46127415 -15.32611656 5.95524502 -0.801977
10.29729939 -15.18166828 5.26108551 -0.772555
9.34567165 -15.11237526 4.81085014 -0.753407
8.22347736 -15.02014446 4.37440300 -0.766234
7.24639082 -14.96801376 4.01317024 -0.733016
6.22246313 -14.91466236 3.75485611 -0.767926
5.17556095 -14.92287922 3.54960060 -0.765910
4.16572332 -14.85923481 3.34180069 -0.759395
3.15491128 -14.84055519 3.17846870 -0.742649
2.19417882 -14.81195927 3.08596992 -0.757823
1.12748277 -14.78349876 3.02595139 -0.766370
0.12615052 -14.75372601 2.98039055 -0.755097
-0.87365544 -14.70727158 2.98084450 -0.763843
-1.91461539 -14.68205357 3.02319145 -0.770378
-2.91676903 -14.68081951 3.08888245 -0.760831
-3.93806839 -14.62761402 3.19291306 -0.763971
-4.98530293 -14.60395527 3.33230591 -0.748531
-5.98266172 -14.58457184 3.51585007 -0.747912
-7.02918386 -14.56365681 3.75496101 -0.759695
-8.05354977 -14.55916405 4.03452110 -0.745661
-9.08801651 -14.50844765 4.35435486 -0.754791
-10.15076828 -14.53210545 4.78391647 -0.759908
-11.22268581 -14.57815647 5.29159546 -0.762502
-12.29133987 -14.64819336 5.90782928 -0.774443
-13.39765549 -14.64075375 6.57914639 -0.796512
-14.52007675 -14.75628471 7.40914822 -0.779547
-15.71829700 -14.92122459 8.36533451 -0.696903
-16.79458046 -15.01009846 9.34698963 -0.619210
-17.80742836 -15.03247833 10.41840839 -0.587284
-18.70595932 -14.96607494 11.38373661 -0.548759
-19.55982780 -14.85725212 12.33702469 -0.547581
-20.38156509 -14.78360939 13.22430134 -0.493733
-21.22987175 -14.73433018 14.01245975 -0.345829
-22.13034630 -14.69074726 14.69829559 -0.102103
-23.02118874 -14.64219093 15.25912762 0.213642
-23.93430138 -14.60356617 15.77338982 0.579812
-24.85931778 -14.58823490 16.23789787 1.000287
-25.78671837 -14.56212616 16.65802383 1.452574
-26.73208237 -14.54295254 17.05525589 1.933143
-27.67772865 -14.52736187 17.42265511 2.434446
-28.63642693 -14.51497936 17.76949501 2.974572
-29.59646797 -14.50458813 18.09214973 3.532352
-30.56427956 -14.49751377 18.39670563 4.161462
-31.53567314 -14.49179649 18.68228531 4.891893
-32.51033783 -14.48861027 18.95193100 5.691340
-33.48808289 -14.48642921 19.20634460 6.544658
-34.46790314 -14.48535347 19.44729424 7.421790
-35.45009995 -14.48570347 19.67595100 8.315064
-36.43509293 -14.48714161 19.89266777 9.219937
-37.42168808 -14.48962498 20.09755516 10.132265
-38.41187668 -14.49230862 20.29066086 11.058817
-39.40806198 -14.49603558 20.46960258 12.003956
-40.41363525 -14.49978161 20.62819481 12.961789
-41.43485260 -14.50238132 20.75428200 13.933193
41.43761444 -15.50156975 20.75597954 14.263224
40.41907501 -15.49808121 20.63810921 13.304440
39.41310501 -15.49337578 20.49095154 12.365456
38.41527557 -15.48958015 20.32443428 11.436981
37.42288971 -15.48642921 20.14379311 10.515311
36.43323517 -15.48438549 19.95130920 9.599348
35.44634628 -15.48392773 19.74796867 8.690938
34.45985413 -15.48458767 19.53289604 7.793053
33.47599792 -15.48646069 19.30556870 6.925933
32.49362183 -15.49062634 19.06541443 6.081849
31.51340103 -15.49779606 18.81111526 5.267369
30.53534698 -15.50728226 18.54151726 4.499196
29.55888367 -15.52116871 18.25488472 3.809384
28.58772278 -15.53803921 17.95133018 3.245620
27.61538696 -15.55985165 17.62598801 2.708617
26.65079117 -15.58782101 17.27978706 2.190945
25.68523216 -15.62481022 16.90895462 1.694548
24.72316742 -15.67290211 16.50599480 1.245067
23.76609802 -15.73795414 16.07326508 0.822734
22.80861473 -15.81754398 15.59961605 0.429711
21.85808563 -15.91048717 15.07968807 0.102347
20.90085220 -15.99931908 14.46329403 -0.177475
19.96684647 -16.14685059 13.79660797 -0.373357
19.00960350 -16.30530167 13.03034496 -0.499674
18.06578064 -16.49155235 12.17149544 -0.548156
17.12446594 -16.65143967 11.27153301 -0.549420
16.10006905 -16.77053261 10.32669449 -0.585579
15.01132011 -16.82096100 9.35331726 -0.609504
13.83948040 -16.74407005 8.43562889 -0.694868
12.60881424 -16.57330513 7.54996681 -0.789556
11.49138737 -16.41280937 6.74652863 -0.778046
10.39371014 -16.31765366 6.12797070 -0.794520
9.31611919 -16.15390587 5.52777195 -0.798943
8.26801586 -16.08483696 5.08360195 -0.784018
7.18198967 -16.01605606 4.67211342 -0.771722
6.16893291 -16.02069092 4.37802315 -0.745369
5.17475462 -15.93497944 4.10660172 -0.742430
4.14609718 -15.91308498 3.91731834 -0.752215
3.13221574 -15.86315632 3.74849892 -0.756133
2.12694645 -15.85494709 3.62083435 -0.728422
1.12697935 -15.81755066 3.55804443 -0.741286
0.07992910 -15.76331806 3.50891495 -0.743520
-0.92389798 -15.76565933 3.52119255 -0.740083
-1.93759680 -15.72350121 3.55654526 -0.746790
-2.99814057 -15.69629002 3.62362862 -0.738333
-3.96175408 -15.71099663 3.75254250 -0.743877
-5.03286266 -15.64460278 3.91625023 -0.757696
-6.03359604 -15.63615131 4.11143684 -0.746336
-7.08399963 -15.60337448 4.35722733 -0.748855
-8.11792660 -15.57414722 4.65911865 -0.757112
-9.18624878 -15.63057613 5.09465504 -0.764862
-10.22409439 -15.66617966 5.54449081 -0.767452
-11.26279926 -15.63417149 6.07447243 -0.808210
-12.46010876 -15.69561577 6.75792313 -0.785618
-13.47675228 -15.87460899 7.51205635 -0.757951
-14.72828102 -15.98556232 8.45934582 -0.706490
-15.75409412 -16.09188652 9.32664871 -0.610681
-16.78919792 -16.09969711 10.33799839 -0.576976
-17.68688583 -16.06366539 11.27446651 -0.544588
-18.53743362 -15.96647453 12.18078613 -0.548954
-19.38450813 -15.86108685 13.06579971 -0.518183
-20.24195290 -15.77357483 13.82491684 -0.400304
-21.13523293 -15.70775223 14.50370026 -0.192169
-22.04698944 -15.66948414 15.08391476 0.106637
-22.94797134 -15.64604187 15.59360981 0.451491
-23.87309456 -15.62307549 16.06231689 0.847725
-24.80346680 -15.58163071 16.48286247 1.269135
-25.74599838 -15.55900764 16.88096809 1.725176
-26.69444275 -15.53902531 17.25079727 2.217088
-27.65047455 -15.52429104 17.59733009 2.734216
-28.61127472 -15.51189327 17.92207527 3.267371
-29.57782555 -15.50360012 18.22797012 3.829453
-30.54884148 -15.49607372 18.51574135 4.514441
-31.52301788 -15.49074459 18.78706360 5.278261
-32.50110245 -15.48738289 19.04307365 6.090562
-33.48047256 -15.48511887 19.28525162 6.931417
-34.46297455 -15.48450279 19.51511574 7.796948
-35.44736099 -15.48507881 19.73303604 8.692762
-36.43392944 -15.48660851 19.93954277 9.600907
-37.42214203 -15.48899841 20.13484955 10.515486
-38.41397095 -15.49225616 20.31900597 11.436648
-39.41164398 -15.49578381 20.48896980 12.364949
-40.41776276 -15.49947929 20.63900375 13.303773
-41.43845749 -15.50272751 20.75782585 14.264508
41.44112396 -16.50158119 20.75912285 14.634875
40.42324448 -16.49766922 20.64827347 13.688639
39.41673660 -16.49354935 20.50942612 12.751990
38.41759872 -16.48928261 20.35162926 11.822326
37.42359161 -16.48596191 20.17997169 10.898969
36.43328476 -16.48380661 19.99732399 9.988984
35.44363022 -16.48264122 19.80371857 9.098319
34.45676041 -16.48362160 19.59943962 8.219114
33.47077942 -16.48536682 19.38410378 7.349480
32.48580933 -16.48934746 19.15626335 6.494833
31.50336456 -16.49464417 18.91533470 5.665203
30.52231598 -16.50331306 18.66017151 4.893438
29.54379082 -16.51574516 18.38957787 4.182689
28.56697655 -16.53232002 18.10252190 3.564541
27.59476662 -16.55157089 17.79955673 3.014712
26.62103844 -16.57684517 17.47566605 2.499067
25.65336609 -16.61147118 17.13157845 2.008196
24.68174934 -16.65244293 16.75806046 1.533062
23.71978188 -16.70661354 16.35398674 1.099716
22.76103210 -16.77560425 15.92210007 0.708068
21.80370712 -16.84968567 15.45526886 0.341225
20.83995628 -16.95718384 14.94883156 0.025928
19.86160851 -17.07768631 14.32808018 -0.213749
18.94405746 -17.20088387 13.69111252 -0.397100
17.96163940 -17.34809303 12.90396309 -0.495860
17.05233574 -17.51398659 12.12371731 -0.532730
16.03413582 -17.68346596 11.25954533 -0.556629
15.01549244 -17.82410049 10.41854572 -0.586917
13.92621422 -17.83762169 9.48536968 -0.623442
12.78832436 -17.76132393 8.63059425 -0.685087
11.56326389 -17.64959526 7.78673363 -0.737916
10.51127529 -17.46204185 7.09268284 -0.783558
9.32225704 -17.35946083 6.47877121 -0.818894
8.25115299 -17.28804207 5.91989040 -0.761513
7.22915554 -17.19333267 5.51578617 -0.787203
6.16429090 -17.04031181 5.08189487 -0.761505
5.15023088 -17.04343987 4.82502556 -0.743597
4.13004541 -16.97154999 4.59136200 -0.758099
3.11792302 -16.91078377 4.41236877 -0.759017
2.07620621 -16.84239769 4.26618195 -0.759235
1.07147312 -16.83926582 4.17581558 -0.736313
0.05742443 -16.83808708 4.15986252 -0.742524
-0.96379679 -16.77187920 4.13563919 -0.743650
-2.00114989 -16.78306198 4.19067764 -0.734760
-2.98884773 -16.71952438 4.26827049 -0.756374
-4.07825136 -16.67759514 4.37121201 -0.742898
-5.01612473 -16.69330788 4.55656815 -0.754427
-6.16240025 -16.66841507 4.80275345 -0.747791
-7.10377789 -16.72548294 5.08930779 -0.735610
-8.19959831 -16.69305038 5.50479031 -0.807934
-9.25576401 -16.68950653 5.91064739 -0.801360
-10.36384773 -16.78719521 6.44808388 -0.785878
-11.36936665 -16.91756248 7.10822868 -0.792534
-12.51888943 -16.99740791 7.86403942 -0.779063
-13.66433144 -17.11578369 8.64121056 -0.684134
-14.69281864 -17.17414093 9.47317219 -0.636123
-15.74819565 -17.16645622 10.39340115 -0.577707
-16.62110901 -17.11861801 11.26773643 -0.569227
-17.53845406 -16.99680328 12.12421131 -0.552256
-18.37405586 -16.91448975 12.93887711 -0.510569
-19.24740982 -16.83189201 13.69586563 -0.414368
-20.13411522 -16.78072166 14.36981201 -0.224387
-21.04034424 -16.73769188 14.95320702 0.040032
-21.95582771 -16.68280792 15.46068001 0.352718
-22.89111519 -16.63921738 15.91563225 0.729328
-23.80868149 -16.59808922 16.32986069 1.120376
-24.75666046 -16.57406616 16.73503685 1.559621
-25.70404243 -16.55172729 17.10278511 2.029889
-26.66150665 -16.53493881 17.44880295 2.521395
-27.62357521 -16.52130699 17.77217293 3.037445
-28.58926582 -16.51059914 18.07651520 3.585713
-29.56042290 -16.50040245 18.36412239 4.198956
-30.53396797 -16.49410248 18.63556290 4.905635
-31.51219177 -16.48921204 18.89249229 5.674873
-32.49149704 -16.48533821 19.13525963 6.500924
-33.47459030 -16.48403358 19.36546898 7.353897
-34.45860291 -16.48374557 19.58344269 8.221618
-35.44486618 -16.48433876 19.79053688 9.100467
-36.43328094 -16.48620796 19.98679924 9.989992
-37.42305756 -16.48862839 20.17246056 10.899375
-38.41630173 -16.49193573 20.34720993 11.822012
-39.41492844 -16.49555397 20.50828362 12.751043
-40.42229462 -16.49928284 20.64989090 13.688456
-41.44250107 -16.50279808 20.76099396 14.636708
41.44531631 -17.50166512 20.76233482 15.021120
40.42691422 -17.49780846 20.65836906 14.074813
39.42059326 -17.49321175 20.52774429 13.139630
38.41998291 -17.48909950 20.37879753 12.220130
37.42527008 -17.48557091 20.21643257 11.318990
36.43303680 -17.48324013 20.04332733 10.423885
35.44259644 -17.48223495 19.86009216 9.533888
34.45336914 -17.48176575 19.66645813 8.649687
33.46571732 -17.48369026 19.46245956 7.776426
32.47927475 -17.48657417 19.24707222 6.935009
31.49438858 -17.49242592 19.01971054 6.118084
30.51056671 -17.50029755 18.77869987 5.327848
29.52963829 -17.51083183 18.52419472 4.580983
28.54974174 -17.52369881 18.25445938 3.914039
27.57321167 -17.54332924 17.97066307 3.359898
26.59630966 -17.56677246 17.66887665 2.834889
25.62313271 -17.59559822 17.34804726 2.325159
24.64929771 -17.63425446 17.00430679 1.856751
23.67757034 -17.67888260 16.63211060 1.412378
22.71603394 -17.73730850 16.23614883 0.997209
21.74901199 -17.81561661 15.81634235 0.625475
20.78160858 -17.89867783 15.35525894 0.286290
19.81634331 -17.99244308 14.83835030 -0.004872
18.85379601 -18.11301422 14.27706528 -0.230875
17.88348007 -18.25270844 13.64636993 -0.399555
16.92919731 -18.37027931 12.94971657 -0.514782
15.93302822 -18.56191063 12.17020226 -0.540277
14.97504997 -18.69750595 11.37837315 -0.549621
13.91729259 -18.84445572 10.62984371 -0.601440
12.83955193 -18.88200760 9.79858875 -0.632297
11.71480656 -18.80406189 8.95983028 -0.674436
10.59112358 -18.71046066 8.20196438 -0.714615
9.44434834 -18.55035019 7.51401043 -0.767516
8.30263519 -18.40900612 6.89054012 -0.769163
7.27242804 -18.29910088 6.38523483 -0.762452
6.17085123 -18.28649521 6.04531860 -0.765164
5.14516735 -18.14546204 5.65569687 -0.755315
4.12640524 -18.09782028 5.40803146 -0.758160
3.11112285 -18.00422478 5.22014332 -0.780852
2.02102876 -17.99119759 5.05940056 -0.751719
1.06925404 -17.91850090 4.95711231 -0.762652
-0.01001668 -17.85029411 4.87984848 -0.761094
-0.98691338 -17.87802124 4.90724564 -0.752058
-2.05191064 -17.81025887 4.92407703 -0.752987
-3.02146149 -17.80548668 5.03427219 -0.761558
-4.10715532 -17.79989624 5.19340706 -0.763728
-5.12531614 -17.79832840 5.39309692 -0.770104
-6.18352509 -17.82361794 5.68429470 -0.769915
-7.18880129 -17.78774071 5.99072838 -0.795401
-8.29400730 -17.86789894 6.45393944 -0.809284
-9.33603287 -17.95430183 6.96256638 -0.793715
-10.43862247 -17.98236465 7.52923203 -0.791877
-11.53421879 -18.09860992 8.13418198 -0.697128
-12.62690163 -18.21017647 8.93762207 -0.660114
-13.67227459 -18.25914001 9.75106812 -0.620917
-14.65049458 -18.28576279 10.56841373 -0.561755
-15.56360912 -18.19393921 11.39006519 -0.565305
-16.47410011 -18.08393288 12.19128609 -0.551519
-17.31674385 -17.97340965 12.95262146 -0.530836
-18.23394775 -17.86351013 13.67275238 -0.438464
-19.12997627 -17.82133484 14.29515839 -0.238051
-20.04858971 -17.76690102 14.84945488 0.010076
-20.95588684 -17.70729256 15.33895493 0.301687
-21.88356018 -17.66677856 15.80281258 0.639336
-22.81578636 -17.62535286 16.22279739 1.011334
-23.75852203 -17.59678650 16.61704445 1.432635
-24.71084595 -17.57038307 16.98292160 1.876662
-25.66688919 -17.54923439 17.32400322 2.346144
-26.63172340 -17.53185272 17.64515686 2.855607
-27.59863091 -17.51813889 17.94579697 3.379266
-28.56898308 -17.50575066 18.23063660 3.930447
-29.54358482 -17.49844742 18.50085258 4.594288
-30.52176285 -17.49154282 18.75630379 5.338328
-31.50093269 -17.48684502 18.99833679 6.124463
-32.48434830 -17.48469543 19.22825241 6.940552
-33.46888733 -17.48317528 19.44560432 7.780188
-34.45483017 -17.48300552 19.65203285 8.652110
-35.44339371 -17.48394966 19.84823799 9.535537
-36.43260193 -17.48560143 20.03408813 10.424494
-37.42456818 -17.48823357 20.21012688 11.319406
-38.41873550 -17.49168587 20.37534523 12.219990
-39.41865921 -17.49521065 20.52751350 13.138634
